ImageID,Source,LabelName,Confidence,XMin,XMax,YMin,YMax,IsOccluded,IsTruncated,IsGroupOf,IsDepiction,IsInside,XClick1X,XClick2X,XClick3X,XClick4X,XClick1Y,XClick2Y,XClick3Y,XClick4Y,ClassName
001fb915d3bce19f,xclick,/m/01j51,1,0.713125,0.811875,0.121171,0.278421,0,0,0,0,0,0.75875,0.7525,0.713125,0.811875,0.121171,0.278421,0.177672,0.187883,Balloon
002202a5224e0252,xclick,/m/01j51,1,0.766667,0.815,0.28,0.34,0,0,0,0,0,0.785,0.766667,0.815,0.783333,0.28,0.308333,0.315,0.34,Balloon
002202a5224e0252,xclick,/m/01j51,1,0.788333,0.846667,0.201667,0.27,0,0,0,0,0,0.808333,0.815,0.788333,0.846667,0.201667,0.27,0.236667,0.236667,Balloon
002202a5224e0252,xclick,/m/01j51,1,0.805,0.858333,0.165,0.215,1,0,0,0,0,0.835,0.841667,0.858333,0.805,0.165,0.215,0.188333,0.186667,Balloon
002202a5224e0252,xclick,/m/01j51,1,0.845,0.898333,0.121667,0.186667,1,0,0,0,0,0.875,0.863333,0.845,0.898333,0.121667,0.186667,0.151667,0.151667,Balloon
0023b0e23b369b8d,xclick,/m/01j51,1,0.367188,0.429688,0.604106,0.690616,0,0,0,0,0,0.392578,0.391602,0.367188,0.429688,0.604106,0.690616,0.639296,0.633431,Balloon
0023b0e23b369b8d,xclick,/m/01j51,1,0.619141,0.693359,0.341642,0.461877,0,0,0,0,0,0.650391,0.654297,0.619141,0.693359,0.341642,0.461877,0.3739,0.379765,Balloon
0023b0e23b369b8d,xclick,/m/01j51,1,0.739258,0.833008,0.228739,0.391496,0,0,0,0,0,0.786133,0.833008,0.780273,0.739258,0.228739,0.281525,0.391496,0.288856,Balloon
00257455a1e5accc,activemil,/m/033cnk,1,0.446875,0.691875,0.118644,0.388889,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Egg
00257455a1e5accc,xclick,/m/033cnk,1,0.038125,0.966875,0.103578,0.890772,0,0,1,0,0,0.966875,0.038125,0.299375,0.440625,0.500942,0.344633,0.103578,0.890772,Egg
002cb86fc44f126d,xclick,/m/01j51,1,0.276987,0.531381,0.369375,0.550625,1,0,0,0,0,0.391632,0.405021,0.276987,0.531381,0.369375,0.550625,0.456875,0.45125,Balloon
002ff6e1eecb80b8,xclick,/m/01j51,1,0.0,0.051562,0.209979,0.430353,1,1,0,0,0,0.0,0.015625,0.0,0.051562,0.209979,0.430353,0.355509,0.266112,Balloon
002ff6e1eecb80b8,xclick,/m/01j51,1,0.042188,0.076563,0.170478,0.220374,0,0,0,0,0,0.057813,0.0625,0.042188,0.076563,0.170478,0.220374,0.185031,0.18711,Balloon
002ff6e1eecb80b8,xclick,/m/01j51,1,0.042188,0.221875,0.239085,0.530146,1,0,0,0,0,0.09375,0.142187,0.221875,0.042188,0.239085,0.530146,0.430353,0.365904,Balloon
002ff6e1eecb80b8,xclick,/m/01j51,1,0.075,0.148438,0.49896,0.592516,1,0,0,0,0,0.0875,0.085938,0.075,0.148438,0.49896,0.592516,0.49896,0.550936,Balloon
002ff6e1eecb80b8,xclick,/m/01j51,1,0.190625,0.2125,0.097713,0.133056,0,0,0,0,0,0.2,0.2,0.190625,0.2125,0.097713,0.133056,0.114345,0.114345,Balloon
002ff6e1eecb80b8,xclick,/m/01j51,1,0.198437,0.425,0.182952,0.528067,1,0,0,0,0,0.3,0.309375,0.198437,0.425,0.182952,0.528067,0.313929,0.345114,Balloon
002ff6e1eecb80b8,xclick,/m/01j51,1,0.390625,0.5875,0.241164,0.553015,1,0,0,0,0,0.459375,0.479687,0.390625,0.5875,0.241164,0.553015,0.432432,0.343035,Balloon
002ff6e1eecb80b8,xclick,/m/01j51,1,0.614062,0.8375,0.224532,0.557173,1,0,0,0,0,0.709375,0.726562,0.614062,0.8375,0.224532,0.557173,0.340956,0.324324,Balloon
002ff6e1eecb80b8,xclick,/m/01j51,1,0.623438,0.671875,0.160083,0.22869,1,0,0,0,0,0.642188,0.653125,0.623438,0.671875,0.160083,0.22869,0.182952,0.203742,Balloon
002ff6e1eecb80b8,xclick,/m/01j51,1,0.626562,0.796875,0.012474,0.232848,1,0,0,0,0,0.710938,0.6875,0.626562,0.796875,0.012474,0.232848,0.097713,0.087318,Balloon
002ff6e1eecb80b8,xclick,/m/01j51,1,0.734375,0.8125,0.49896,0.555094,1,0,0,0,0,0.779687,0.759375,0.734375,0.8125,0.49896,0.555094,0.548857,0.540541,Balloon
002ff6e1eecb80b8,xclick,/m/01j51,1,0.759375,0.898438,0.0,0.14553,1,1,0,0,0,0.834375,0.832812,0.759375,0.898438,0.0,0.14553,0.014553,0.022869,Balloon
002ff6e1eecb80b8,xclick,/m/01j51,1,0.767187,0.846875,0.168399,0.272349,1,0,0,0,0,0.809375,0.817187,0.767187,0.846875,0.168399,0.272349,0.2079,0.212058,Balloon
002ff6e1eecb80b8,xclick,/m/01j51,1,0.83125,0.907812,0.492723,0.548857,1,0,0,0,0,0.867188,0.846875,0.83125,0.907812,0.492723,0.548857,0.540541,0.525988,Balloon
002ff6e1eecb80b8,xclick,/m/01j51,1,0.978125,0.998438,0.384615,0.480249,0,1,0,0,0,0.998438,0.995313,0.978125,0.998438,0.384615,0.480249,0.430353,0.440748,Balloon
0035747f89c50622,xclick,/m/01j51,1,0.04,0.213125,0.25272,0.412552,1,0,0,0,0,0.093125,0.04,0.213125,0.18375,0.25272,0.323849,0.384937,0.412552,Balloon
0035747f89c50622,xclick,/m/01j51,1,0.22125,0.243125,0.146444,0.1841,1,0,0,0,0,0.23625,0.23625,0.22125,0.243125,0.146444,0.1841,0.161506,0.159833,Balloon
0035747f89c50622,xclick,/m/01j51,1,0.246875,0.32375,0.28954,0.374895,1,0,0,0,0,0.283125,0.288125,0.246875,0.32375,0.28954,0.374895,0.337238,0.318828,Balloon
0035747f89c50622,xclick,/m/01j51,1,0.330625,0.365,0.226778,0.268619,1,0,0,0,0,0.344375,0.35375,0.330625,0.365,0.226778,0.268619,0.261925,0.242678,Balloon
0035747f89c50622,xclick,/m/01j51,1,0.365,0.40125,0.229289,0.261925,1,0,0,0,0,0.380625,0.389375,0.40125,0.365,0.229289,0.261925,0.239331,0.242678,Balloon
0035747f89c50622,xclick,/m/01j51,1,0.518125,0.549375,0.230962,0.271967,1,0,0,0,0,0.535,0.52625,0.518125,0.549375,0.230962,0.271967,0.254393,0.247699,Balloon
0035747f89c50622,xclick,/m/01j51,1,0.684375,0.72125,0.241004,0.283682,1,0,0,0,0,0.699375,0.70625,0.684375,0.72125,0.241004,0.283682,0.254393,0.258577,Balloon
0035747f89c50622,xclick,/m/01j51,1,0.84125,0.88,0.261925,0.312971,1,0,0,0,0,0.861875,0.873125,0.88,0.84125,0.261925,0.312971,0.287866,0.299582,Balloon
0035747f89c50622,xclick,/m/01j51,1,0.89125,0.959375,0.1841,0.244351,1,0,0,0,0,0.918125,0.918125,0.89125,0.959375,0.1841,0.244351,0.216736,0.225105,Balloon
0035d941e53f36d8,xclick,/m/033cnk,1,0.400327,0.609477,0.369281,0.563725,0,0,0,0,0,0.400327,0.609477,0.5,0.531046,0.439542,0.478758,0.369281,0.563725,Egg
00375bd54c79dfb6,xclick,/m/01j51,1,0.304348,0.343126,0.378125,0.409375,1,0,0,0,0,0.319624,0.319624,0.304348,0.343126,0.378125,0.409375,0.390625,0.397656,Balloon
00375bd54c79dfb6,xclick,/m/01j51,1,0.32785,0.364277,0.357812,0.392188,1,0,0,0,0,0.351351,0.345476,0.32785,0.364277,0.357812,0.392188,0.369531,0.371875,Balloon
00375bd54c79dfb6,xclick,/m/01j51,1,0.689777,0.998825,0.066406,0.370313,0,1,0,0,0,0.907168,0.998825,0.80611,0.689777,0.066406,0.251563,0.370313,0.229687,Balloon
0037f7da182841f7,xclick,/m/09b5t,1,0.158163,0.885568,0.05625,0.9575,0,0,0,0,0,0.296647,0.885568,0.350583,0.158163,0.05625,0.315,0.9575,0.459375,Chicken
00381cedb6cd41a9,xclick,/m/01j51,1,0.119375,0.235,0.139229,0.303857,0,0,0,0,0,0.161875,0.119375,0.235,0.166875,0.139229,0.23048,0.224835,0.303857,Balloon
00381cedb6cd41a9,xclick,/m/01j51,1,0.338125,0.415,0.219191,0.323612,0,0,0,0,0,0.381875,0.3725,0.338125,0.415,0.219191,0.323612,0.266228,0.268109,Balloon
00381cedb6cd41a9,xclick,/m/01j51,1,0.42875,0.484375,0.257761,0.331138,0,0,0,0,0,0.45875,0.454375,0.42875,0.484375,0.257761,0.331138,0.285042,0.296331,Balloon
003b2d3c807da35f,xclick,/m/01j51,1,0.006667,0.993333,0.22,0.78375,1,1,1,0,0,0.875,0.993333,0.006667,0.366667,0.22,0.656875,0.77,0.78375,Balloon
003d17ac8d6d6d45,xclick,/m/09b5t,1,0.0,0.7025,0.34717,0.996226,1,1,1,0,0,0.38,0.0,0.44,0.7025,0.34717,0.596226,0.996226,0.996226,Chicken
003d17ac8d6d6d45,xclick,/m/09b5t,1,0.43,0.9975,0.241509,0.826415,1,1,1,0,0,0.52,0.43,0.9975,0.9975,0.241509,0.298113,0.826415,0.29434,Chicken
003d17ac8d6d6d45,xclick,/m/09b5t,1,0.85,0.9975,0.513208,0.833962,0,0,0,0,0,0.8975,0.85,0.975,0.9975,0.513208,0.581132,0.833962,0.754717,Chicken
003e7a67277201e9,xclick,/m/09b5t,1,0.048125,0.4625,0.055833,0.72,1,0,0,0,0,0.4175,0.048125,0.318125,0.4625,0.055833,0.523333,0.72,0.165,Chicken
003e7a67277201e9,xclick,/m/09b5t,1,0.494375,0.9975,0.24,0.999167,0,0,0,0,0,0.60875,0.494375,0.9975,0.74125,0.24,0.665,0.505,0.999167,Chicken
004613f3bb90b7c1,xclick,/m/01j51,1,0.1275,0.84125,0.119137,0.569418,1,0,1,0,0,0.5475,0.1275,0.84125,0.568125,0.119137,0.384615,0.322702,0.569418,Balloon
004859f5eb4318f9,activemil,/m/01j51,1,0.47,0.794167,0.485,0.765625,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Balloon
004859f5eb4318f9,xclick,/m/01j51,1,0.061667,0.999167,0.17,0.796875,1,1,1,0,0,0.385,0.061667,0.999167,0.578333,0.17,0.371875,0.539375,0.796875,Balloon
004e18936ce6b7aa,xclick,/m/033cnk,1,0.264375,0.67625,0.105,0.838333,1,0,0,0,0,0.42,0.264375,0.67625,0.491875,0.105,0.5075,0.504167,0.838333,Egg
004f61823d5c1fc8,xclick,/m/033cnk,1,0.289062,0.76875,0.397155,0.823851,0,0,0,0,0,0.446875,0.289062,0.76875,0.498437,0.397155,0.582057,0.733042,0.823851,Egg
004f61823d5c1fc8,xclick,/m/033cnk,1,0.565625,0.960156,0.160832,0.57221,0,0,0,0,0,0.565625,0.960156,0.721875,0.758594,0.335886,0.416849,0.160832,0.57221,Egg
00529370eba518dc,xclick,/m/09b5t,1,0.1,0.140625,0.576015,0.640227,1,0,0,0,0,0.135625,0.1,0.121875,0.140625,0.576015,0.595845,0.640227,0.595845,Chicken
00529370eba518dc,xclick,/m/09b5t,1,0.18875,0.395,0.556185,0.749764,1,0,1,0,0,0.27625,0.18875,0.295,0.395,0.556185,0.694051,0.749764,0.649669,Chicken
00529370eba518dc,xclick,/m/09b5t,1,0.2125,0.229375,0.524079,0.562795,1,0,0,0,0,0.215,0.2125,0.215,0.229375,0.524079,0.545798,0.562795,0.551464,Chicken
00529370eba518dc,xclick,/m/09b5t,1,0.355625,0.4,0.694051,0.796034,1,0,0,0,0,0.3825,0.355625,0.375625,0.4,0.694051,0.753541,0.796034,0.759207,Chicken
00529370eba518dc,xclick,/m/09b5t,1,0.529375,0.573125,0.596789,0.686497,1,0,0,0,0,0.53625,0.529375,0.54875,0.573125,0.596789,0.609065,0.686497,0.635505,Chicken
00529370eba518dc,xclick,/m/09b5t,1,0.575625,0.618125,0.643059,0.745987,1,0,0,0,0,0.581875,0.575625,0.60375,0.618125,0.643059,0.653447,0.745987,0.727101,Chicken
00529370eba518dc,xclick,/m/09b5t,1,0.671875,0.685,0.505194,0.562795,0,0,0,0,0,0.68,0.671875,0.67875,0.685,0.505194,0.562795,0.542021,0.547686,Chicken
0053704554a2ea33,xclick,/m/01j51,1,0.091667,0.615,0.0025,0.425625,1,0,0,0,0,0.2375,0.091667,0.615,0.4625,0.0025,0.028125,0.308125,0.425625,Balloon
0053704554a2ea33,xclick,/m/01j51,1,0.576667,0.773333,0.140625,0.330625,1,0,0,0,0,0.6575,0.576667,0.773333,0.675833,0.140625,0.2375,0.23375,0.330625,Balloon
0053704554a2ea33,xclick,/m/01j51,1,0.656667,0.863333,0.0,0.1625,0,1,0,0,0,0.745,0.751667,0.656667,0.863333,0.0,0.1625,0.03125,0.034375,Balloon
0053704554a2ea33,xclick,/m/01j51,1,0.751667,0.955,0.191875,0.37625,0,0,0,0,0,0.861667,0.810833,0.751667,0.955,0.191875,0.37625,0.261875,0.26375,Balloon
00541b3fca88462c,xclick,/m/033cnk,1,0.117207,0.176226,0.070625,0.154375,1,0,0,1,0,0.117207,0.176226,0.160432,0.126351,0.116875,0.084375,0.070625,0.154375,Egg
00541b3fca88462c,xclick,/m/033cnk,1,0.128845,0.27847,0.075625,0.238125,1,0,0,1,0,0.128845,0.27847,0.201164,0.215295,0.159375,0.130625,0.075625,0.238125,Egg
00541b3fca88462c,xclick,/m/033cnk,1,0.223608,0.673317,0.029375,0.500625,0,0,0,1,0,0.453865,0.223608,0.673317,0.463009,0.029375,0.283125,0.3,0.500625,Egg
00541b3fca88462c,xclick,/m/033cnk,1,0.680798,0.81463,0.09125,0.229375,0,0,0,1,0,0.680798,0.81463,0.755611,0.742311,0.1625,0.169375,0.09125,0.229375,Egg
00541b3fca88462c,xclick,/m/033cnk,1,0.798836,0.866999,0.09625,0.178125,1,0,0,1,0,0.798836,0.866999,0.832918,0.826268,0.11,0.12875,0.09625,0.178125,Egg
005b4a8238c9b906,xclick,/m/09b5t,1,0.55,0.804,0.358667,0.766667,1,0,0,1,0,0.751,0.68,0.55,0.804,0.358667,0.766667,0.554667,0.444,Chicken
006272f212636f78,xclick,/m/01j51,1,0.054012,0.881173,0.0,0.998967,1,1,1,0,0,0.486883,0.881173,0.517747,0.054012,0.0,0.39876,0.998967,0.40186,Balloon
0064c8da11c54ead,xclick,/m/033cnk,1,0.160156,0.851562,0.203514,0.670571,1,0,1,0,0,0.160156,0.851562,0.375977,0.606445,0.465593,0.50366,0.203514,0.670571,Egg
006679aa2ca8ff77,xclick,/m/09b5t,1,0.342969,0.530469,0.335287,0.697538,0,0,0,1,0,0.509375,0.342969,0.463281,0.530469,0.335287,0.481829,0.697538,0.385698,Chicken
006a650c6f887b4a,xclick,/m/01j51,1,0.100833,0.7475,0.010625,0.999375,1,1,1,0,0,0.1075,0.100833,0.7475,0.424167,0.010625,0.014375,0.12375,0.999375,Balloon
006e8e144d32c8e2,xclick,/m/033cnk,1,0.35125,0.651875,0.41,0.658333,0,0,0,0,0,0.438125,0.35125,0.651875,0.51125,0.41,0.5125,0.5475,0.658333,Egg
006f2c8a2ecacff3,xclick,/m/01j51,1,0.159259,0.405556,0.052632,0.409972,1,0,0,0,0,0.244444,0.159259,0.405556,0.311111,0.052632,0.110803,0.260388,0.409972,Balloon
006f2c8a2ecacff3,xclick,/m/01j51,1,0.574074,0.753704,0.033241,0.415512,1,0,0,0,0,0.701852,0.685185,0.574074,0.753704,0.033241,0.415512,0.221607,0.033241,Balloon
006f480178d4748d,xclick,/m/01j51,1,0.349167,0.503333,0.525,0.649375,0,0,0,0,0,0.455833,0.419167,0.349167,0.503333,0.525,0.649375,0.585,0.601875,Balloon
006fed82511b783c,activemil,/m/01j51,1,0.20075,0.345216,0.230625,0.35125,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Balloon
006fed82511b783c,xclick,/m/01j51,1,0.0,0.999062,0.04375,0.52375,1,1,1,0,0,0.403377,0.999062,0.0,0.768293,0.04375,0.17375,0.2575,0.52375,Balloon
006ff1da108ef307,xclick,/m/01j51,1,0.42625,0.61,0.173546,0.476548,0,0,0,0,0,0.5175,0.61,0.53,0.42625,0.173546,0.312383,0.476548,0.335835,Balloon
006ff1da108ef307,xclick,/m/01j51,1,0.486875,0.63125,0.545028,0.804878,0,0,0,0,0,0.555625,0.5625,0.486875,0.63125,0.545028,0.804878,0.662289,0.652908,Balloon
00732a0633398ac6,xclick,/m/01j51,1,0.543125,0.61125,0.0,0.11534,0,1,0,0,0,0.565,0.543125,0.61125,0.57875,0.0,0.064591,0.05767,0.11534,Balloon
00732a0633398ac6,xclick,/m/01j51,1,0.56875,0.645625,0.078431,0.231834,1,0,0,0,0,0.615,0.606875,0.56875,0.645625,0.078431,0.231834,0.141869,0.163783,Balloon
00732a0633398ac6,xclick,/m/01j51,1,0.605625,0.691875,0.0,0.101499,1,1,0,0,0,0.63125,0.645625,0.605625,0.691875,0.0,0.101499,0.004614,0.04729,Balloon
0073c88a4fef2be9,xclick,/m/01j51,1,0.098125,0.83625,0.031875,0.939375,0,0,0,0,0,0.419375,0.098125,0.83625,0.461875,0.031875,0.37875,0.4025,0.939375,Balloon
00762be8a08f3131,xclick,/m/01j51,1,0.944375,0.999375,0.078333,0.338333,0,1,0,0,0,0.999375,0.944375,0.995,0.9975,0.078333,0.213333,0.255,0.338333,Balloon
00762be8a08f3131,xclick,/m/01j51,1,0.953125,0.97375,0.531667,0.565,1,0,0,0,0,0.964375,0.966875,0.953125,0.97375,0.531667,0.565,0.545833,0.5475,Balloon
00762be8a08f3131,xclick,/m/01j51,1,0.956875,0.975,0.489167,0.526667,1,0,0,0,0,0.958125,0.956875,0.958125,0.975,0.489167,0.526667,0.508333,0.51,Balloon
00762be8a08f3131,xclick,/m/01j51,1,0.959375,0.9725,0.363333,0.389167,1,0,0,0,0,0.960625,0.963125,0.959375,0.9725,0.363333,0.389167,0.380833,0.375,Balloon
00762be8a08f3131,xclick,/m/01j51,1,0.965625,0.990625,0.3425,0.371667,1,0,0,0,0,0.9725,0.97875,0.965625,0.990625,0.3425,0.371667,0.36,0.353333,Balloon
00762be8a08f3131,xclick,/m/01j51,1,0.97375,0.991875,0.37,0.395833,1,0,0,0,0,0.9825,0.9825,0.97375,0.991875,0.37,0.395833,0.3925,0.375,Balloon
007c0299e7f3f834,xclick,/m/01j51,1,0.0,0.915039,0.279948,0.477865,1,1,1,0,0,0.109375,0.0,0.915039,0.304688,0.279948,0.389323,0.351562,0.477865,Balloon
007c0299e7f3f834,xclick,/m/01j51,1,0.036133,0.058594,0.407552,0.433594,1,0,0,0,0,0.040039,0.050781,0.036133,0.058594,0.407552,0.433594,0.423177,0.417969,Balloon
007c0299e7f3f834,xclick,/m/01j51,1,0.039062,0.058594,0.433594,0.463542,1,0,0,0,0,0.041992,0.047852,0.039062,0.058594,0.433594,0.463542,0.445312,0.450521,Balloon
007c0299e7f3f834,xclick,/m/01j51,1,0.046875,0.064453,0.385417,0.41276,1,0,0,0,0,0.054688,0.0625,0.046875,0.064453,0.385417,0.41276,0.404948,0.390625,Balloon
007c0299e7f3f834,xclick,/m/01j51,1,0.084961,0.144531,0.384115,0.471354,1,0,0,0,0,0.111328,0.126953,0.084961,0.144531,0.384115,0.471354,0.425781,0.428385,Balloon
